0,0.0003
0,0.0006
0,0.0009
0,0.0012
0,0.0014
0,0.0017
0,0.002
0,0.0023
0,0.0025
0,0.0028
0,0.0031
0,0.0034
0,0.0037
0,0.0039
0,0.0042
0,0.0045
0,0.0048
0,0.005
0,0.0053
0,0.0056
0,0.0059
0,0.0062
0,0.0064
0,0.0067
0,0.007
0,0.0073
0,0.0075
0.0004,0.0075
0.0004,0.0078
0.0004,0.0081
0.0004,0.0084
0.0004,0.0087
0.0004,0.0089
0.0004,0.0092
0.0004,0.0095
0.0004,0.0098
0.0004,0.01
0.0004,0.0103
0.0004,0.0106
0.0004,0.0109
0.0008,0.0109
0.0008,0.0112
0.0012,0.0112
0.0012,0.0114
0.0012,0.0117
0.0012,0.012
0.0012,0.0123
0.0016,0.0123
0.0016,0.0125
0.0016,0.0128
0.0016,0.0131
0.0016,0.0134
0.0016,0.0137
0.0016,0.0139
0.0016,0.0142
0.0016,0.0145
0.002,0.0145
0.002,0.0148
0.0024,0.0148
0.0028,0.0148
0.0028,0.015
0.0028,0.0153
0.0028,0.0156
0.0028,0.0159
0.0028,0.0162
0.0028,0.0164
0.0028,0.0167
0.0028,0.017
0.0028,0.0173
0.0028,0.0175
0.0028,0.0178
0.0028,0.0181
0.0028,0.0184
0.0028,0.0187
0.0031,0.0187
0.0031,0.0189
0.0031,0.0192
0.0031,0.0195
0.0035,0.0195
0.0039,0.0195
0.0043,0.0195
0.0043,0.0198
0.0043,0.02
0.0043,0.0203
0.0043,0.0206
0.0047,0.0206
0.0047,0.0209
0.0047,0.0212
0.0047,0.0214
0.0047,0.0217
0.0047,0.022
0.0047,0.0223
0.0047,0.0225
0.0047,0.0228
0.0047,0.0231
0.0047,0.0234
0.0047,0.0237
0.0051,0.0237
0.0051,0.0239
0.0051,0.0242
0.0051,0.0245
0.0051,0.0248
0.0051,0.025
0.0051,0.0253
0.0051,0.0256
0.0051,0.0259
0.0051,0.0262
0.0055,0.0262
0.0058,0.0262
